21,0,0,0,100,40,255,,,,
21,100,86,225,100,40,255,,0,,
21,100,86,225,100,40,255,,0,,12.52
21,99.39,84.27,225,98.59,40.65,255,,0.8,,
21,97.58,81.92,225,96,40.42,255,,1.58,,
21,95.35,80.76,225,93.17,38.56,255,,2.18,,
21,92.97,79.62,225,91.76,37.11,255,,1.21,,
21,90.55,75.54,225,88.85,37.96,255,,1.7,,
21,88.04,74.22,225,85.98,36.01,255,,2.06,,
21,85.49,72.7,225,83.07,34.2,255,,2.42,,
21,84.24,74.95,225,80.2,29.74,255,,4.04,,
21,81.74,73.55,225,77.29,27.85,255,,4.45,,
21,79.19,72.11,225,74.38,25.96,255,,4.81,,
21,76.65,70.67,225,71.52,24.08,255,,5.13,,
21,74.1,69.16,225,70.06,22.85,255,,4.04,,
21,71.56,64.81,225,67.15,23.87,255,,4.41,,
22,69.01,63.38,225,64.24,21.98,255,,4.77,,
22,66.46,61.94,225,61.33,20.09,255,,5.13,,
22,65.21,64.19,225,58.46,15.63,255,,6.75,,
22,62.67,62.67,225,55.56,13.82,255,,7.11,,
22,60.12,61.23,225,52.65,11.93,253,,7.47,,
22,57.58,59.8,225,49.78,10.05,213,,7.8,,
22,55.07,58.4,225,48.36,8.76,186,,6.71,,
22,52.53,53.97,225,45.74,9.97,211,,6.79,,
22,49.98,51.97,225,43.23,8.81,187,,6.75,,
22,48.69,53.29,225,40.81,5.41,115,,7.88,,
22,46.14,50.89,225,38.55,4.75,100,,7.59,,
22,43.6,48.16,225,36.48,4.49,95,,7.12,,
22,41.09,45.14,225,35.56,5.01,106,,5.53,,
22,38.55,39.74,225,33.82,7.55,160,,4.73,,
22,37.25,39.53,225,32.16,6,127,,5.09,,
22,34.71,35.59,225,30.42,7.08,150,,4.29,,
22,32.16,31.81,225,28.69,8,170,,3.47,,
22,29.62,28.03,225,27.8,9.26,196,,1.82,,
22,27.07,22.56,225,25.9,11.81,251,,1.17,,
22,24.53,19.1,225,23.68,12.22,255,,0.85,,
22,23.23,19.86,225,21.01,9.29,197,,2.22,,
22,20.69,17.94,225,18.22,7.94,168,,2.47,,
22,18.18,16.37,225,15.68,6.35,134,,2.5,,
22,15.64,14.21,225,14.51,5.88,125,,1.13,,
22,13.09,9.3,197,12.28,7.74,164,,0.81,,
22,11.8,10.06,213,10.18,5.04,107,,1.62,,
22,9.29,7.12,151,8.2,5.06,107,,1.09,,
23,6.83,4.06,86,7.27,5.66,120,,-0.44,,
23,4.44,-0.88,18,5.54,7.87,167,,-1.1,,
23,3.35,-0.51,10,3.8,5.88,125,,-0.45,,
23,1.41,-2.57,54,2.91,5.93,126,,-1.5,,
23,-0.08,-2.57,10,1.17,5.24,111,,-1.25,,
23,-0.65,-3.19,67,-0.53,3.43,72,,-0.12,,
23,-1.54,-2.33,49,-2.06,1.2,25,,0.52,,
23,-1.9,-0.29,10,-2.75,-1.42,30,,0.85,,
23,-1.94,0.97,20,-3.8,-3.14,66,,1.86,,
23,-1.98,2.95,62,-4.4,-5.4,114,,2.42,,
23,-2.02,4.05,86,-4.48,-6.56,139,,2.46,,
23,-2.26,3.52,74,-4.12,-6.09,129,,1.86,,
23,-2.46,2.22,47,-3.31,-4.64,98,,0.85,,
23,-2.95,-0.78,16,-2.26,-1.63,34,,-0.69,,
23,-3.39,-4.15,88,-1.33,1.73,36,,-2.06,,
23,-3.56,-6.47,137,-0.97,4.06,86,,-2.59,,
23,-3.39,-6.73,143,-0.65,4.59,97,,-2.74,,
23,-2.63,-5.19,110,-0.73,3.67,77,,-1.9,,
23,-1.41,-1.58,33,-1.09,0.94,19,,-0.32,,
23,-0.12,-1.58,10,-1.25,0.87,18,,1.13,,
23,0.48,-1.58,10,-1.49,0.78,16,,1.97,,
23,1.45,8.13,172,-1.54,-6.51,138,,2.99,,
