44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
44,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1.17,1.17,24,-1.9,-1.9,40,,,,,,,,
45,1,,,,,,,,,,,,,
