0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,-1.13,10,-1.78,-1.78,37
0.44,
