26,0,0,0,100,30,255,,,,
26,100,86,225,100,30,255,,0,,7.47
26,100,86,225,100,30,255,,0,,
26,99.43,84.67,225,98.59,30.42,255,,0.84,,
26,97.62,82.52,225,96,30.25,255,,1.62,,
26,95.43,81.27,225,93.17,28.8,255,,2.26,,
26,93.09,80.01,225,91.76,27.65,255,,1.33,,
27,90.67,76.43,225,88.85,28.29,255,,1.82,,
27,88.16,74.91,225,85.98,26.82,255,,2.18,,
27,85.66,73.32,225,83.07,25.41,255,,2.59,,
27,84.4,74.74,225,80.16,22.05,255,,4.24,,
27,81.9,73.22,225,77.25,20.57,255,,4.65,,
27,79.35,71.6,225,74.34,19.15,255,,5.01,,
27,76.81,69.98,225,71.47,17.75,255,,5.34,,
27,74.3,68.4,225,70.02,16.76,255,,4.28,,
27,71.76,64.6,225,67.11,17.53,255,,4.65,,
27,69.21,62.98,225,64.2,16.11,255,,5.01,,
27,66.71,61.46,225,61.29,14.63,255,,5.42,,
27,65.41,62.78,225,58.38,11.33,240,,7.03,,
27,62.87,61.17,225,55.52,9.93,210,,7.35,,
27,60.32,59.49,225,52.85,8.64,183,,7.47,,
27,57.78,57.51,225,51.56,8.07,171,,6.22,,
27,55.23,53.46,225,49.13,9.22,196,,6.1,,
27,52.73,51.21,225,46.79,8.64,183,,5.94,,
27,51.43,51.69,225,44.48,6.38,135,,6.95,,
27,48.89,49.16,225,42.26,6.07,129,,6.63,,
27,46.34,46.51,225,40.2,5.94,126,,6.14,,
27,43.8,43.62,225,39.23,6.38,135,,4.57,,
27,41.29,39.19,225,37.37,8.12,172,,3.92,,
27,38.75,36,225,35.52,8.59,182,,3.23,,
27,37.45,35.75,225,33.54,7.15,151,,3.91,,
27,34.91,32.73,225,31.52,7.39,157,,3.39,,
27,32.4,29.88,225,30.55,7.83,166,,1.85,,
27,29.86,25.35,225,28.57,9.6,203,,1.29,,
28,27.31,22.34,225,26.51,9.83,208,,0.8,,
28,26.02,22.39,225,24.36,8.04,170,,1.66,,
28,23.47,19.62,225,22.14,7.98,169,,1.33,,
28,20.97,17.07,225,19.96,7.75,164,,1.01,,
28,18.42,14.36,225,18.91,7.98,169,,-0.49,,
28,15.88,9.95,211,16.77,9.58,203,,-0.89,,
28,14.59,10.13,215,14.67,7.67,163,,-0.08,,
28,12.08,7.39,157,12.48,7.62,162,,-0.4,,
28,9.58,4.78,101,10.38,7.48,158,,-0.8,,
28,7.19,2.33,49,9.33,7.59,161,,-2.14,,
28,6.06,1.24,26,7.27,7.09,150,,-1.21,,
28,3.96,-0.6,12,5.25,6.55,139,,-1.29,,
28,2.1,-1.94,41,4.24,6,127,,-2.14,,
28,1.29,-2.33,49,2.34,5.13,108,,-1.05,,
28,0.08,-2.33,10,1.41,4.85,103,,-1.33,,
28,-0.73,-2.83,60,-0.32,4.85,10,,-0.41,,
28,-0.73,-2.83,60,-0.32,4.85,10,,-0.41,,
28,-1.21,-1.36,28,-2.91,0.46,10,,1.7,,
28,-1.17,2.61,55,-3.84,-3.76,79,,2.67,,
28,-1.17,4,85,-4.16,-5.25,111,,2.99,,
28,-1.41,3.92,83,-4.24,-5.39,114,,2.83,,
28,-1.62,3.57,75,-3.84,-5.09,108,,2.22,,
28,-2.14,1.73,36,-3.15,-3.49,74,,1.01,,
28,-2.75,-0.73,15,-2.75,-1.43,30,,0,,
28,-3.23,-2.48,52,-2.02,0.12,10,,-1.21,,
28,-3.35,-3.85,81,-1.49,1.55,32,,-1.86,,
28,-3.35,-4.64,98,-1.25,2.41,51,,-2.1,,
28,-3.03,-4.24,90,-1.25,2.29,48,,-1.78,,
28,-2.75,-3.58,76,-1.29,1.85,39,,-1.46,,
29,-2.06,-1.9,40,-1.29,0.76,16,,-0.77,,
29,-1.29,-0.1,10,-1.29,-0.39,10,,0,,
29,-0.69,1.32,28,-1.29,-1.3,27,,0.6,,
29,-0.44,1.32,10,-1.29,-1.3,27,,0.85,,
29,-0.44,1.32,10,-1.29,-1.3,27,,0.85,,
29,-0.04,1.32,10,-1.29,-1.3,27,,1.25,,
29,-0.04,1.32,10,-1.29,-1.3,27,,1.25,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
29,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1.29,-1.3,27,,1.29,,
30,0,1.32,10,-1þ,,,,,,
