9,0,0,0,100,0,10,,
9,100,85.49,225,100,0,10,,0
9,100,85.49,225,100,0,10,,0
9,99.43,83.89,225,100,0,10,,-0.57
9,97.58,78.59,225,100,4.85,103,,-2.42
9,96.48,75.49,225,99.92,7.03,149,,-3.44
10,94.18,69.09,225,99.39,11.47,243,,-5.21
10,91.76,63.23,225,97.86,15.27,255,,-6.1
10,89.29,59.28,225,95.35,17.13,255,,-6.06
10,86.79,57.16,225,93.94,17.13,255,,-7.15
10,84.24,52.73,225,91.11,19.39,255,,-6.87
10,81.74,51.25,225,88.2,18.75,255,,-6.46
10,80.44,53.39,225,85.33,15.52,255,,-4.89
10,77.94,51.99,225,82.42,14.79,255,,-4.48
10,75.39,50.56,225,79.52,14.06,255,,-4.13
10,72.81,49.01,225,76.61,13.41,255,,-3.8
10,70.26,47.57,225,75.15,12.69,255,,-4.89
10,67.76,43.35,225,72.24,14.79,255,,-4.48
10,65.21,41.91,225,69.33,14.06,255,,-4.12
10,62.67,40.48,225,66.42,13.33,255,,-3.75
10,61.37,42.61,225,63.56,10.1,214,,-2.19
10,58.83,41.1,225,60.69,9.45,200,,-1.86
10,56.28,39.58,225,58.06,8.81,187,,-1.78
10,53.74,37.58,225,56.81,8.65,183,,-3.07
10,51.19,32.84,225,54.38,11.23,238,,-3.19
10,48.61,30.32,225,52,11.56,245,,-3.39
10,46.06,27.83,225,49.49,11.88,252,,-3.43
10,44.81,29.27,225,46.83,9.37,199,,-2.02
10,42.26,27.36,225,44.12,9.13,194,,-1.86
10,39.72,25.52,225,41.58,8.81,187,,-1.86
10,37.13,23.24,225,40.32,8.89,188,,-3.19
10,34.59,18.49,225,37.94,11.47,243,,-3.35
10,32.04,16,225,35.56,11.8,250,,-3.52
11,30.79,17.2,225,32.93,9.54,202,,-2.14
11,28.24,15.2,225,30.26,9.37,199,,-2.02
11,25.66,13.17,225,27.76,9.21,195,,-2.1
11,23.11,10.92,225,26.51,9.29,197,,-3.4
11,20.57,6.18,131,24.12,11.88,252,,-3.55
11,18.06,3.8,80,21.66,12.12,255,,-3.6
11,16.89,5.39,114,18.87,9.54,202,,-1.98
11,14.63,4.52,96,16.08,8.48,180,,-1.45
11,12.53,4.11,87,14.79,7.11,151,,-2.26
11,11.47,3.7,78,12.28,6.63,140,,-0.81
11,9.54,3.19,67,10.02,5.49,116,,-0.48
11,7.72,2.53,53,8.93,4.61,97,,-1.21
11,6.87,2.29,48,6.91,4.12,87,,-0.04
11,5.29,1.84,39,5.13,3.23,68,,0.16
11,3.88,1.37,29,4.32,2.51,53,,-0.44
11,3.23,1.14,24,2.87,2.18,46,,0.36
11,2.1,0.83,17,2.26,1.54,32,,-0.16
11,1.58,0.54,11,1.21,1.37,29,,0.37
11,0.73,0.23,10,0.77,0.97,20,,-0.04
11,0.36,0.23,10,0.08,0.97,10,,0.28
11,0.36,0.23,10,0.08,0.97,10,,0.28
11,-0.57,-1.2,25,-0.48,0.97,10,,-0.09
11,-0.57,-1.2,25,-0.48,0.97,10,,-0.09
11,-0.85,-0.87,18,-0.69,0.73,15,,-0.16
11,-0.85,-0.47,10,-0.69,0.32,10,,-0.16
11,-0.85,-0.47,10,-0.73,0.32,10,,-0.12
11,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
11,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
11,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
12,-0.85,-0.39,10,-0.73,0.24,10,,-0.12
